customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-03628,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),80.58,248.08,No
CUST-03629,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,35.98,96.57,No
CUST-03630,Female,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,68.51,2450.36,No
CUST-03631,Female,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),112.09,1575.72,No
CUST-03632,Male,0,Yes,No,37,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),111.96,4148.53,No
CUST-03633,Male,0,No,Yes,26,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,53.84,1393.67,No
CUST-03634,Female,0,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,70.13,3298.58,No
CUST-03635,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Mailed check,38.04,1707.26,No
CUST-03636,Female,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),116.83,5252.42,No
CUST-03637,Male,0,Yes,Yes,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,70.51,3299.64,No
CUST-03638,Male,0,No,No,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),38.84,2253.17,No
CUST-03639,Female,0,No,No,3,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,103.32,304.79,Yes
CUST-03640,Male,0,No,No,18,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.46,1092.06,No
CUST-03641,Female,1,No,Yes,56,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),82.25,4588.47,No
CUST-03642,Male,0,Yes,Yes,18,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,103.2,1863.62,No
CUST-03643,Male,0,No,No,41,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,49.23,2013.28,No
CUST-03644,Female,0,Yes,No,4,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,76.37,294.81,No
CUST-03645,Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,23.67,1108.09,Yes
CUST-03646,Female,0,No,No,24,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),41.69,984.58,No
CUST-03647,Female,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),32.01,2109.75,No
CUST-03648,Male,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,83.06,2077.73,No
CUST-03649,Male,1,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),43.72,2667.65,No
CUST-03650,Male,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.76,573.16,Yes
CUST-03651,Female,0,Yes,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),94.87,4073.73,No
CUST-03652,Male,0,No,No,26,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),97.21,2535.25,No
CUST-03653,Female,0,Yes,No,41,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),31.4,1290.06,No
CUST-03654,Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,71.13,5129.52,No
CUST-03655,Female,1,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),86.59,4779.04,No
CUST-03656,Female,0,Yes,Yes,2,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.6,85.69,No
CUST-03657,Male,0,No,No,12,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,44.27,527.41,No
CUST-03658,Female,0,No,No,69,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),90.51,6237.56,No
CUST-03659,Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,53.48,3123.22,No
CUST-03660,Male,1,Yes,Yes,37,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),43.14,1602.15,No
CUST-03661,Female,0,No,No,67,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),74.85,5017.82,No
CUST-03662,Female,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),80.66,5496.84,No
CUST-03663,Female,0,No,Yes,0,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,96.46,0.12,No
CUST-03664,Male,0,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.13,1089.04,No
CUST-03665,Male,0,No,No,72,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),35.62,2560.08,Yes
CUST-03666,Female,0,Yes,Yes,8,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),96.5,758.36,No
CUST-03667,Male,0,Yes,No,52,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),71.72,3738.41,No
CUST-03668,Female,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,99.41,885.09,Yes
CUST-03669,Female,1,No,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),63.3,1779.89,No
CUST-03670,Female,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.4,2264.84,No
CUST-03671,Female,0,No,No,26,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),56.13,1436.94,No
CUST-03672,Female,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.81,1503.22,Yes
CUST-03673,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,77.61,1321.92,Yes
CUST-03674,Female,1,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,57.67,451.66,No
CUST-03675,Male,0,Yes,No,66,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),36.94,2420.64,No
CUST-03676,Male,0,Yes,No,6,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),18.24,108.73,No
CUST-03677,Female,0,Yes,No,57,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,27.23,1550.32,No
CUST-03678,Female,0,No,No,29,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,28.89,848.73,No
CUST-03679,Male,0,No,Yes,72,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),75.51,5437.37,No
CUST-03680,Male,0,No,No,60,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,94.68,5669.92,Yes
CUST-03681,Male,1,Yes,Yes,16,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,64.14,1010.7,No
CUST-03682,Female,0,No,No,52,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,59.84,3113.14,No
CUST-03683,Male,1,Yes,No,5,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,31.34,156.74,No
CUST-03684,Female,0,Yes,No,38,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,109.0,4155.2,No
CUST-03685,Female,0,No,No,24,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.26,2209.32,No
CUST-03686,Female,0,Yes,No,41,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,60.11,2468.7,No
CUST-03687,Male,0,Yes,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.8,1138.47,Yes
CUST-03688,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),103.45,5973.08,Yes
CUST-03689,Female,1,Yes,No,37,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),35.13,1306.97,No
CUST-03690,Female,1,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,86.01,2576.04,No
CUST-03691,Female,1,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,52.3,1470.99,No
CUST-03692,Female,0,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,104.82,840.25,No
CUST-03693,Male,1,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,77.28,0.0,No
CUST-03694,Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,40.97,2907.13,No
CUST-03695,Female,0,No,Yes,46,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),19.28,886.57,No
CUST-03696,Male,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,39.45,356.89,No
CUST-03697,Female,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Mailed check,54.9,828.62,No
CUST-03698,Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,89.55,4119.61,No
CUST-03699,Female,0,No,Yes,42,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),39.83,1690.32,No
CUST-03700,Male,1,No,Yes,23,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,44.41,1029.84,Yes
CUST-03701,Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,61.95,443.61,No
CUST-03702,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,22.34,566.75,No
CUST-03703,Female,1,No,Yes,6,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),95.61,574.42,No
CUST-03704,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),25.95,370.62,Yes
CUST-03705,Male,1,No,No,47,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,92.44,4357.17,No
CUST-03706,Male,0,No,No,2,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,45.06,91.38,No
CUST-03707,Male,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,64.45,977.26,Yes
CUST-03708,Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,59.45,759.83,No
CUST-03709,Male,0,No,No,2,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),43.58,98.15,No
CUST-03710,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,43.83,3148.05,No
CUST-03711,Female,0,Yes,No,69,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,113.85,7842.61,No
CUST-03712,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,48.85,1462.71,Yes
CUST-03713,Male,1,Yes,No,16,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),36.49,585.91,No
CUST-03714,Female,0,Yes,No,48,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),43.3,2081.75,No
CUST-03715,Male,0,Yes,No,2,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,88.22,189.34,No
CUST-03716,Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.2,2651.23,No
CUST-03717,Female,0,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),35.33,2524.87,No
CUST-03718,Female,0,Yes,Yes,39,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,59.86,2351.0,No
CUST-03719,Female,1,No,No,65,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,29.87,1943.81,No
CUST-03720,Female,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),58.27,2264.25,No
CUST-03721,Male,0,No,Yes,29,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,105.08,3072.23,No
CUST-03722,Male,0,Yes,No,24,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Mailed check,55.66,1353.09,No
CUST-03723,Female,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),69.93,421.48,No
CUST-03724,Female,0,Yes,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,97.7,4773.68,No
CUST-03725,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,70.11,6.21,No
CUST-03726,Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),22.79,974.07,No
CUST-03727,Female,0,Yes,Yes,48,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,39.7,1914.34,No
CUST-03728,Female,0,No,Yes,6,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,108.32,652.22,No
CUST-03729,Male,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,99.02,182.08,No
CUST-03730,Male,0,Yes,Yes,0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,94.83,0.0,No
CUST-03731,Female,0,No,No,50,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,73.29,3656.88,No
CUST-03732,Female,1,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),53.68,2002.57,No
CUST-03733,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),88.13,3694.96,No
CUST-03734,Male,0,No,Yes,54,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,85.0,4567.26,No
CUST-03735,Female,0,Yes,No,56,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.92,4641.5,Yes
CUST-03736,Female,1,No,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),68.87,3578.63,Yes
CUST-03737,Male,1,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,44.2,1430.3,No
CUST-03738,Male,1,No,No,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),61.98,3795.93,No
CUST-03739,Male,0,Yes,Yes,10,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),69.72,684.11,No
CUST-03740,Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,39.82,2831.15,No
CUST-03741,Male,0,No,Yes,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,41.24,2111.16,Yes
CUST-03742,Female,0,No,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),97.98,0.0,No
CUST-03743,Male,0,Yes,No,13,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),50.3,655.66,No
CUST-03744,Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),116.34,2337.86,No
CUST-03745,Male,0,No,Yes,33,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),62.08,2051.57,No
CUST-03746,Male,0,No,Yes,13,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),79.48,1039.94,No
CUST-03747,Female,0,No,Yes,39,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,68.9,2701.17,No
CUST-03748,Female,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,67.81,2301.07,No
CUST-03749,Male,1,No,No,41,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,107.89,4431.45,No
CUST-03750,Female,0,No,Yes,19,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),27.39,515.97,No
CUST-03751,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),52.92,3133.02,Yes
CUST-03752,Male,0,No,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,46.89,368.91,No
CUST-03753,Male,0,No,No,32,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,50.93,1634.11,No
CUST-03754,Male,0,No,No,48,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,110.17,5285.88,No
CUST-03755,Female,0,No,No,67,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,25.06,1684.89,No
CUST-03756,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,46.62,131.41,No
CUST-03757,Male,0,Yes,No,47,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),92.51,4345.19,No
CUST-03758,Female,1,Yes,No,15,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,42.11,631.12,No
CUST-03759,Male,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),102.14,4687.69,Yes
CUST-03760,Male,0,No,Yes,25,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.32,1276.92,No
CUST-03761,Male,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.43,2014.27,No
CUST-03762,Female,1,No,No,36,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),70.44,2539.61,Yes
CUST-03763,Male,0,No,No,21,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,69.64,1470.38,No
CUST-03764,Female,0,Yes,No,6,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,21.95,117.79,Yes
CUST-03765,Male,1,Yes,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,90.51,3699.2,No
CUST-03766,Male,1,No,No,29,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),32.32,927.69,No
CUST-03767,Female,1,Yes,No,5,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),39.56,185.07,No
CUST-03768,Male,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,74.81,1724.62,No
CUST-03769,Male,0,No,Yes,65,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,107.97,7011.13,No
CUST-03770,Female,1,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.08,785.62,No
CUST-03771,Female,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,101.1,1407.92,Yes
CUST-03772,Female,0,No,No,52,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.17,4893.44,No
CUST-03773,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.33,147.7,Yes
CUST-03774,Female,0,Yes,No,35,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,55.68,1937.25,No
CUST-03775,Male,1,No,No,45,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,109.5,4921.88,No
CUST-03776,Female,0,No,Yes,22,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,32.78,725.34,No
CUST-03777,Male,0,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),29.25,1283.81,No
CUST-03778,Male,1,Yes,Yes,9,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),92.26,832.23,Yes
CUST-03779,Male,0,No,No,53,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,65.56,3474.7,No
CUST-03780,Female,0,No,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,46.7,3207.23,No
CUST-03781,Female,0,Yes,Yes,31,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,35.36,1110.15,Yes
CUST-03782,Male,0,No,Yes,42,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),90.94,3818.49,No
CUST-03783,Female,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),62.39,889.41,No
CUST-03784,Female,0,No,No,65,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,42.18,2745.08,No
CUST-03785,Female,0,Yes,Yes,14,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,113.28,1599.09,No
CUST-03786,Female,0,Yes,No,19,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),74.67,1428.95,Yes
CUST-03787,Male,0,No,No,49,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),53.68,2642.61,No
CUST-03788,Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Mailed check,90.69,451.22,No
CUST-03789,Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,68.14,1108.11,No
CUST-03790,Male,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),18.95,469.03,No
CUST-03791,Female,0,Yes,Yes,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,102.9,2164.53,No
CUST-03792,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,24.7,1787.03,No
CUST-03793,Male,0,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,117.92,7460.68,Yes
CUST-03794,Male,0,Yes,No,57,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,53.32,3050.18,No
CUST-03795,Male,1,Yes,Yes,36,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),71.01,2551.1,No
CUST-03796,Female,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,118.95,8448.14,No
CUST-03797,Male,0,Yes,No,27,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),45.19,1206.67,Yes
CUST-03798,Female,0,No,No,48,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),64.73,3121.74,No
CUST-03799,Male,1,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,94.24,6754.01,No
CUST-03800,Male,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.17,4299.5,No
CUST-03801,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,51.72,3435.48,No
CUST-03802,Female,0,No,No,40,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,30.18,1214.8,No
